ID,Name,Concepticon_ID,Concepticon_Gloss
1_anuisance,a nuisance,,
2_aboil,(a) boil,793,BOIL (OF SKIN)
3_afternoon,afternoon,1807,AFTERNOON
4_albatross,albatross,,
5_alive,alive,1422,BE ALIVE
6_amulet,amulet,2804,AMULET
7_anger,anger,82,ANGER
8_ankle,ankle,803,ANKLE
9_anointwithgreaseandredochreto,anoint with grease and red ochre (to),,
10_another,another,197,OTHER
11_answerto,answer (to),1275,ANSWER
12_ant,ant,587,ANT
13_arm,arm,1673,ARM
14_armpit,armpit,1886,ARMPIT
15_articles,articles,,
16_ashamed,ashamed,1894,ASHAMED
17_ashes,ashes,646,ASH
18_baby,baby,1289,BABY
19_back,back,1291,BACK
20_backofthigh,back of thigh,,
21_bad,bad,1292,BAD
22_bandicoot,bandicoot,3012,BANDICOOT
23_bandylegged,bandy-legged,,
24_bark,bark,1204,BARK
26_basket,basket,1539,BASKET
27_bat,bat,1793,BAT
29_beach,beach,3460,BEACH
30_beard,beard,678,BEARD
31_beetle,beetle,2242,BEETLE
32_before,before,1882,BEFORE
33_behind,behind,1686,BEHIND
34_belly,belly,1251,BELLY
35_bellyfull,bellyfull,106,SATIATED
36_berry,berry,904,BERRY
37_bilge,bilge,,
38_bill,bill,,
39_black,black,163,BLACK
40_blackman,black man,2806,BLACK MAN
41_blackmannative,black man-native,2806,BLACK MAN
42_blackmilkyway,black milky way,,
43_blackwoman,black woman,2807,BLACK WOMAN
44_blackbuttedgum,black-butted gum,,
45_blackento,blacken (to),2808,BLACKEN
46_blacklead,blacklead,,
47_blood,blood,946,BLOOD
48_blowto,blow (to),175,BLOW (OF WIND)
49_bluetonguedlizardgoanna,blue-tongued lizard («goanna»),,
50_blueberry,blueberry,2809,BLUEBERRY
51_boat,boat,1844,BOAT
52_bone,bone,1394,BONE
53_bottle,bottle,1321,BOTTLE
54_bottomdowninthebottom,bottom (down in the bottom),690,BOTTOM
55_bow,bow,994,BOW
56_boy,boy,1366,BOY
57_brain,brain,1583,BRAIN
58_bread,bread,1368,BREAD
59_breastchest,"breast, chest",1592,CHEST
60_breatheto,breathe (to),1407,BREATHE
61_bringto,bring (to),692,BRING
62_brother,brother,1262,BROTHER
63_brushopossum,brush opossum,,
64_bullock,bullock,,
65_burnto,burn (to),2102,BURN
66_burnoffto,burn-off (to),,
67_buryto,bury (to),1719,BURY
68_bush,bush,1683,BUSH
69_bushfire,bushfire,2811,BUSHFIRE
70_butterfly,butterfly,1791,BUTTERFLY
71_buttock,buttock,834,BUTTOCKS
72_callto,call (to),1084,CALL
73_cap,cap,771,HAT
74_carta,cart (a),122,CART
75_caterpillar,caterpillar,2247,CATERPILLAR
76_cattle,cattle,1153,CATTLE
77_caul,caul,,
78_charcoal,charcoal,1188,CHARCOAL
79_cheek,cheek,1730,CHEEK
80_chief,chief,301,CHIEFTAIN
81_child,child,2099,CHILD
82_childbirth,childbirth,2805,BIRTH (ACCOUCHEMENT)
83_children,children,2099,CHILD
84_chin,chin,1510,CHIN
85_chirrupto,chirrup (to),,
86_chisel,chisel,1979,CHISEL
87_cicada,cicada,2353,CICADA
88_cider,cider,,
89_circle,circle,1467,CIRCLE
90_claw,claw,72,CLAW
92_clawofcrayfish,claw of crayfish,2812,CRAB CLAW
93_cleanto,clean (to),2235,CLEAN (SOMETHING)
94_climbto,climb (to),1102,CLIMB
95_close,close,1046,SHUT
96_clothes,clothes,1895,CLOTHES
97_cloud,cloud,1489,CLOUD
100_cold,cold,2483,COLD (OF WEATHER)
101_coldwater,cold water,,
102_cometo,come (to),1446,COME
103_cootfulicaatra,coot (fulica atra),,
104_cormorant,cormorant,840,CORMORANT
105_corpse,corpse,767,CORPSE
106_country,country,1300,COUNTRY
107_cousin,cousin,1643,COUSIN
108_crab,crab,2348,CRAB
109_crooked,crooked,297,CROOKED
110_crow,crow,913,CROW
111_cryto,cry (to),1839,CRY
112_currijong,currijong,,
113_cutto,cut (to),1432,CUT
114_cuttlefish,cuttlefish,2814,CUTTLEFISH
115_danceto,dance (to),1879,DANCE
116_day,day,1260,DAY (24 HOURS)
117_dead,dead,1625,DEAD
118_deadmanshouse,dead man's house,,
119_deaf,deaf,996,DEAF
120_deception,deception,13,DECEIT
121_deep,deep,1593,DEEP
122_defecateto,defecate (to),676,SHIT (DEFECATE)
123_descend,descend,2014,GO DOWN (DESCEND)
124_devil,devil,1973,DEMON
125_dialect,dialect,2815,DIALECT
126_digto,dig (to),1418,DIG
127_dirt,dirt,25,DIRT
128_disembowelto,disembowel (to),,
129_distant,distant,1406,FAR
130_diveto,dive (to),119,DIVE
131_dog,dog,2009,DOG
132_dogwoodmelaleucagroup,dogwood [melaleuca group],,
133_dogwoodpomaderrisbedfordiagroup,dogwood [pomaderris--bedfordia group],,
134_dolphinporpoise,dolphin ('porpoise'),1479,DOLPHIN
135_dotterelmuttonbird,dotterel' (mutton-bird),,
136_drawadesignincharcoalto,draw a design in charcoal (to),,
137_dreamto,dream (to),1920,DREAM (SOMETHING)
138_dressskinto,dress skin (to),,
139_drinkto,drink (to),1401,DRINK
140_drownto,drown (to),1904,DROWN
141_dry,dry,1398,DRY
142_duck,duck,1360,DUCK
143_ear,ear,1247,EAR
144_earthquake,earthquake,6,EARTHQUAKE
145_earthworm,earthworm,2350,EARTHWORM
146_east,east,1877,EAST
147_easternswamphenporphyriomelanotus,eastern swamphen (porphyrio melanotus),,
148_eatto,eat (to),1336,EAT
149_echidna,echidna,3008,ECHIDNA
150_echo,echo,2816,ECHO
151_egg,egg,744,EGG
152_egretcrane,egret ('crane'),,
153_elbow,elbow,981,ELBOW
154_emu,emu,2817,EMU
155_enough,enough,1881,ENOUGH
156_exclamations,exclamations,,
157_exintinguishfireto,exintinguish fire (to),127,EXTINGUISH
158_extinguishfireto,extinguish fire (to),127,EXTINGUISH
159_eye,eye,1248,EYE
160_eyebrow,eyebrow,1173,EYEBROW
161_eyelash,eyelash,1540,EYELASH
162_eyelid,eyelid,17,EYELID
163_faeces,faeces,675,FAECES (EXCREMENT)
164_fallto,fall (to),1280,FALL
165_family,family,194,FAMILY
166_fat,fat,323,FAT (ORGANIC SUBSTANCE)
167_father,father,1217,FATHER
168_feather,feather,1201,FEATHER
169_feelto,feel (to),2559,FEEL (TACTUALLY)
170_fence,fence,1690,FENCE
171_ferntreefern,fern (tree-fern),,
172_fernbrackenfern,fern [bracken-fern],,
173_few,few,1242,FEW
175_fightto,fight (to),1423,FIGHT
176_fin,fin,213,FIN
