ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan
OysterBay-1_anuisance-1,11666,OysterBay,1_anuisance,nyenberra,nyenberra,,,Bowern2012,,
WesternCoast-2_aboil-1,2271,WesternCoast,2_aboil,la.ver.ten.er,la.ver.ten.er,,,Bowern2012,,
BrunyIsland-2_aboil-1,2272,BrunyIsland,2_aboil,lem.mer.ne,lem.mer.ne,,,Bowern2012,,
OysterBay-2_aboil-1,2274,OysterBay,2_aboil,lieemena,lieemena,,,Bowern2012,,
BrunyIsland-2_aboil-2,2275,BrunyIsland,2_aboil,lieematah,lieematah,,,Bowern2012,,
BrunyIsland-2_aboil-3,2276,BrunyIsland,2_aboil,limeté,limeté,,,Bowern2012,,
Southern-2_aboil-1,9503,Southern,2_aboil,lieematah,lieematah,,,Bowern2012,,
Southern-2_aboil-2,9504,Southern,2_aboil,limeté,limeté,,,Bowern2012,,
CapePortland-2_aboil-1,2277,CapePortland,2_aboil,plam.ten.ner [? plarn.ten.ner],plam.ten.ner,,,Bowern2012,,
BenLomond-2_aboil-1,2278,BenLomond,2_aboil,plam.ten.er [? plarn.ten.er],plam.ten.er,,,Bowern2012,,
WesternCoast-2_aboil-2,2279,WesternCoast,2_aboil,pu.ru.ne,pu.ru.ne,,,Bowern2012,,
WesternTribes-2_aboil-1,10400,WesternTribes,2_aboil,wallamalé,wallamalé,,,Bowern2012,,
BigRiver-3_afternoon-1,8167,BigRiver,3_afternoon,crowdo,crowdo,,,Bowern2012,,
OysterBay-3_afternoon-1,8168,OysterBay,3_afternoon,kaawutto,kaawutto,,,Bowern2012,,
OysterBay-3_afternoon-2,8169,OysterBay,3_afternoon,kaoota,kaoota,,,Bowern2012,,
OysterBay-3_afternoon-3,8170,OysterBay,3_afternoon,kaoota,kaoota,,,Bowern2012,,
BrunyIsland-3_afternoon-1,8171,BrunyIsland,3_afternoon,kawootah,kawootah,,,Bowern2012,,
Southern-3_afternoon-1,10118,Southern,3_afternoon,kawootah,kawootah,,,Bowern2012,,
WesternTribes-3_afternoon-1,10654,WesternTribes,3_afternoon,kaoonyleah,kaoonyleah,,,Bowern2012,,
BrunyIsland-3_afternoon-2,8173,BrunyIsland,3_afternoon,nunto-né,nunto-né,,,Bowern2012,,
Southern-3_afternoon-2,10119,Southern,3_afternoon,nunto-né,nunto-né,,,Bowern2012,,
BrunyIsland-3_afternoon-3,8174,BrunyIsland,3_afternoon,panubratoné,panubratoné,,,Bowern2012,,
BrunyIsland-3_afternoon-4,8175,BrunyIsland,3_afternoon,panubratony,panubratony,,,Bowern2012,,
BrunyIsland-3_afternoon-5,8177,BrunyIsland,3_afternoon,par.nue.bra pran.ner,par.nue.bra pran.ner,,,Bowern2012,,
Southern-3_afternoon-3,10120,Southern,3_afternoon,panubratoné,panubratoné,,,Bowern2012,,
Southern-3_afternoon-4,10121,Southern,3_afternoon,panubratony,panubratony,,,Bowern2012,,
MountCameron-4_albatross-1,1587,MountCameron,4_albatross,num.mer.ner.rown,num.mer.ner.rown,,,Bowern2012,,
CapeGrim-4_albatross-1,1588,CapeGrim,4_albatross,hum.mer.ner.rown,hum.mer.ner.rown,,,Bowern2012,,
BrunyIsland-4_albatross-1,1589,BrunyIsland,4_albatross,tar.rim.me,tar.rim.me,,,Bowern2012,,
WesternCoast-4_albatross-1,1590,WesternCoast,4_albatross,tar.rim,tar.rim,,,Bowern2012,,
BrunyIsland-4_albatross-2,1591,BrunyIsland,4_albatross,tarremah,tarremah,,,Bowern2012,,
Northern-4_albatross-1,1592,Northern,4_albatross,tarrina,tarrina,,,Bowern2012,,
CircularHead-4_albatross-1,1593,CircularHead,4_albatross,tamima,tamima,,,Bowern2012,,
CircularHead-4_albatross-2,1594,CircularHead,4_albatross,tamuna,tamuna,,,Bowern2012,,
Southern-4_albatross-1,9417,Southern,4_albatross,tarremah,tarremah,,,Bowern2012,,
BrunyIsland-5_alive-1,1,BrunyIsland,5_alive,nõ.õin.ně,nõ.õin.ně,,,Bowern2012,,
WesternCoast-6_amulet-1,2,WesternCoast,6_amulet,num.re.mur.re.ker,num.re.mur.re.ker,,,Bowern2012,,
WesternCoast-6_amulet-2,4,WesternCoast,6_amulet,num.re.mur..he.ker,num.re.mur..he.ker,,,Bowern2012,,
BrunyIsland-6_amulet-1,5,BrunyIsland,6_amulet,roy.deen.er,roy.deen.er,,,Bowern2012,,
BrunyIsland-6_amulet-2,6,BrunyIsland,6_amulet,roy.de (abbreviation),roy.de,,,Bowern2012,,
BrunyIsland-6_amulet-3,7,BrunyIsland,6_amulet,roydeener,roydeener,,,Bowern2012,,
BrunyIsland-6_amulet-4,8,BrunyIsland,6_amulet,roi.deen.ner (x),roi.deen.ner,,,Bowern2012,,
BrunyIsland-6_amulet-5,9,BrunyIsland,6_amulet,roi.dee (x),roi.dee,,,Bowern2012,,
BrunyIsland-6_amulet-6,10,BrunyIsland,6_amulet,roideener,roideener,,,Bowern2012,,
Southern-6_amulet-1,9257,Southern,6_amulet,roi.deen.ner (x),roi.deen.ner,,,Bowern2012,,
Southern-6_amulet-2,9258,Southern,6_amulet,roi.dee (x),roi.dee,,,Bowern2012,,
WesternTribes-7_anger-1,10357,WesternTribes,7_anger,dyekka namenera,dyekka namenera,,,Bowern2012,,
WesternTribes-7_anger-2,10358,WesternTribes,7_anger,dyekka nameenera,dyekka nameenera,,,Bowern2012,,
BrunyIsland-7_anger-1,1370,BrunyIsland,7_anger,keetrelbya,keetrelbya,,,Bowern2012,,
BenLomond-7_anger-1,1371,BenLomond,7_anger,ke.ter.rel.er.per.noong.er,ke.ter.rel.er.per.noong.er,,,Bowern2012,,
BenLomond-7_anger-2,1372,BenLomond,7_anger,ke.ter.rel.er.per.nung.er,ke.ter.rel.er.per.nung.er,,,Bowern2012,,
Southern-7_anger-1,9382,Southern,7_anger,keetrelbya,keetrelbya,,,Bowern2012,,
Southern-7_anger-2,1373,Southern,7_anger,kenweika,kenweika,,,Bowern2012,,
OysterBay-7_anger-1,1374,OysterBay,7_anger,koananietya,koananietya,,,Bowern2012,,
OysterBay-7_anger-2,1375,OysterBay,7_anger,lieneghi miawero,lieneghi miawero,,,Bowern2012,,
OysterBay-7_anger-3,1376,OysterBay,7_anger,leenangunnyé,leenangunnyé,,,Bowern2012,,
BrunyIsland-7_anger-2,1377,BrunyIsland,7_anger,leecoté,leecoté,,,Bowern2012,,
Southern-7_anger-3,9383,Southern,7_anger,leecoté,leecoté,,,Bowern2012,,
Eastern-7_anger-1,11707,Eastern,7_anger,linkablari,linkablari,,,Bowern2012,,
OysterBay-7_anger-4,1378,OysterBay,7_anger,lowabereelonga,lowabereelonga,,,Bowern2012,,
OysterBay-7_anger-5,1379,OysterBay,7_anger,lowaperee longha,lowaperee longha,,,Bowern2012,,
OysterBay-7_anger-6,1380,OysterBay,7_anger,lowattobeolo kakannené,lowattobeolo kakannené,,,Bowern2012,,
OysterBay-7_anger-7,1381,OysterBay,7_anger,lowattobeolo kakanneté,lowattobeolo kakanneté,,,Bowern2012,,
BrunyIsland-7_anger-3,1382,BrunyIsland,7_anger,mũ.tẽe,mũ.tẽe,,,Bowern2012,,
WesternTribes-7_anger-3,10359,WesternTribes,7_anger,neenubru-latai,neenubru-latai,,,Bowern2012,,
WesternTribes-7_anger-4,10360,WesternTribes,7_anger,neenubrulatai,neenubrulatai,,,Bowern2012,,
OysterBay-7_anger-8,1385,OysterBay,7_anger,neoongyack,neoongyack,,,Bowern2012,,
BenLomond-7_anger-3,1387,BenLomond,7_anger,pane.tar.lo.te.uck,pane.tar.lo.te.uck,,,Bowern2012,,
BrunyIsland-7_anger-4,1388,BrunyIsland,7_anger,poyneh,poyneh,,,Bowern2012,,
BrunyIsland-7_anger-5,1389,BrunyIsland,7_anger,poininna,poininna,,,Bowern2012,,
BrunyIsland-7_anger-6,1390,BrunyIsland,7_anger,pye.ne,pye.ne,,,Bowern2012,,
BrunyIsland-7_anger-7,1391,BrunyIsland,7_anger,py.ny,py.ny,,,Bowern2012,,
BrunyIsland-7_anger-8,1392,BrunyIsland,7_anger,poinawallé,poinawallé,,,Bowern2012,,
BrunyIsland-7_anger-9,1393,BrunyIsland,7_anger,poiné moonalané,poiné moonalané,,,Bowern2012,,
BrunyIsland-7_anger-10,1394,BrunyIsland,7_anger,poiré tungaba,poiré tungaba,,,Bowern2012,,
BrunyIsland-7_anger-11,1395,BrunyIsland,7_anger,liapooneranah,liapooneranah,,,Bowern2012,,
